cluster	axial count	mcr count	total occurrence
GC_00008617	0	1	1
GC_00004992	1	0	1
GC_00004949	1	0	1
GC_00004948	0	1	1
GC_00001539	6	1	7
GC_00001538	4	3	7
GC_00005098	1	0	1
GC_00005099	1	0	1
GC_00002891	3	0	3
GC_00005092	0	1	1
GC_00000473	11	8	20
GC_00005090	1	0	1
GC_00002890	3	0	3
GC_00005096	1	0	1
GC_00005097	1	0	1
GC_00005094	0	1	1
GC_00004995	0	1	1
GC_00006549	1	0	1
GC_00006548	1	0	1
GC_00006819	1	0	1
GC_00006818	1	0	1
GC_00004996	1	0	1
GC_00006541	0	1	1
GC_00006540	1	0	1
GC_00006543	0	1	1
GC_00004997	1	0	1
GC_00006545	0	1	1
GC_00006544	1	0	1
GC_00006547	0	1	1
GC_00006546	0	1	1
GC_00008770	0	1	1
GC_00008771	1	0	1
GC_00008772	1	0	1
GC_00008773	0	1	1
GC_00008774	1	0	1
GC_00008219	0	1	1
GC_00008776	1	0	1
GC_00008777	0	1	1
GC_00008778	0	1	1
GC_00008779	0	1	1
GC_00008218	0	1	1
GC_00008808	0	1	1
GC_00008809	1	0	1
GC_00008934	1	0	1
GC_00008213	1	0	1
GC_00008212	1	0	1
GC_00007494	0	1	1
GC_00007495	1	0	1
GC_00007496	0	1	1
GC_00007497	0	1	1
GC_00007490	1	0	1
GC_00007491	1	0	1
GC_00007492	1	0	1
GC_00007493	0	1	1
GC_00007498	0	1	1
GC_00007499	1	0	1
GC_00006791	1	0	1
GC_00008649	1	0	1
GC_00007638	1	0	1
GC_00007639	1	0	1
GC_00007148	0	1	1
GC_00007149	1	0	1
GC_00007146	0	1	1
GC_00007147	1	0	1
GC_00007144	0	1	1
GC_00007145	1	0	1
GC_00007142	1	0	1
GC_00007143	1	0	1
GC_00007140	1	0	1
GC_00007141	1	0	1
GC_00002040	5	0	5
GC_00002041	3	1	5
GC_00002042	0	3	5
GC_00002043	1	4	5
GC_00002044	3	0	5
GC_00002045	3	1	5
GC_00002046	1	4	5
GC_00002047	1	3	5
GC_00002048	1	4	5
GC_00002049	0	4	5
GC_00002518	0	3	3
GC_00002519	0	3	3
GC_00003397	0	2	2
GC_00003396	0	2	2
GC_00003395	0	2	2
GC_00003394	0	2	2
GC_00003393	0	2	2
GC_00003392	1	1	2
GC_00003391	2	0	2
GC_00003390	0	2	2
GC_00003649	2	0	2
GC_00003648	0	2	2
GC_00003399	2	0	2
GC_00003398	0	2	2
GC_00006847	1	0	1
GC_00010069	0	1	1
GC_00010068	1	0	1
GC_00010064	0	1	1
GC_00009225	1	0	1
GC_00009224	0	1	1
GC_00006848	0	1	1
GC_00009227	0	1	1
GC_00010060	1	0	1
GC_00009226	0	1	1
GC_00009221	1	0	1
GC_00010062	0	1	1
GC_00009220	1	0	1
GC_00009223	1	0	1
GC_00009222	1	0	1
GC_00003029	0	2	2
GC_00003028	2	0	2
GC_00003021	2	0	2
GC_00003020	0	2	2
GC_00003023	0	2	2
GC_00003022	0	2	2
GC_00003025	0	2	2
GC_00003024	0	2	2
GC_00003027	2	0	2
GC_00003026	0	2	2
GC_00000613	10	9	19
GC_00000612	10	9	19
GC_00000611	10	8	19
GC_00000610	10	9	19
GC_00000617	10	8	19
GC_00000616	8	9	19
GC_00000615	10	8	19
GC_00000614	10	9	19
GC_00004550	1	0	1
GC_00004551	0	1	1
GC_00000619	12	5	19
GC_00000618	10	9	19
GC_00004554	0	1	1
GC_00004555	1	0	1
GC_00004556	0	1	1
GC_00004557	1	0	1
GC_00005399	0	1	1
GC_00005398	0	1	1
GC_00005391	0	1	1
GC_00005390	1	0	1
GC_00005393	0	1	1
GC_00005392	1	0	1
GC_00005395	0	1	1
GC_00005394	0	1	1
GC_00005397	1	0	1
GC_00005396	1	0	1
GC_00005179	1	0	1
GC_00005178	0	1	1
GC_00005175	1	0	1
GC_00005174	0	1	1
GC_00005177	1	0	1
GC_00005176	1	0	1
GC_00005171	1	0	1
GC_00005170	0	1	1
GC_00005173	0	1	1
GC_00005172	0	1	1
GC_00009737	0	1	1
GC_00009736	0	1	1
GC_00009735	0	1	1
GC_00009734	1	0	1
GC_00009733	1	0	1
GC_00009732	1	0	1
GC_00009731	1	0	1
GC_00009730	0	1	1
GC_00009739	0	1	1
GC_00009738	1	0	1
GC_00007825	1	0	1
GC_00007824	0	1	1
GC_00007827	0	1	1
GC_00007826	0	1	1
GC_00007821	1	0	1
GC_00007820	0	1	1
GC_00007823	1	0	1
GC_00007822	1	0	1
GC_00007829	1	0	1
GC_00007828	1	0	1
GC_00001254	0	2	9
GC_00001255	1	6	9
GC_00001256	4	5	9
GC_00001257	5	4	9
GC_00001250	4	3	9
GC_00001251	3	6	9
GC_00001252	8	1	9
GC_00001253	1	8	9
GC_00001258	7	2	9
GC_00001259	2	6	9
GC_00005712	1	0	1
GC_00009346	0	1	1
GC_00009347	0	1	1
GC_00009344	0	1	1
GC_00009345	1	0	1
GC_00009342	1	0	1
GC_00009343	1	0	1
GC_00009340	1	0	1
GC_00009341	1	0	1
GC_00009348	1	0	1
GC_00009349	0	1	1
GC_00006152	1	0	1
GC_00006153	0	1	1
GC_00006150	1	0	1
GC_00006151	0	1	1
GC_00006156	1	0	1
GC_00006157	1	0	1
GC_00006154	1	0	1
GC_00006155	0	1	1
GC_00006158	0	1	1
GC_00006159	1	0	1
GC_00008551	1	0	1
GC_00002703	0	3	3
GC_00002702	2	1	3
GC_00002701	3	0	3
GC_00002700	0	3	3
GC_00002259	1	1	4
GC_00002258	3	1	4
GC_00002705	3	0	3
GC_00002704	1	2	3
GC_00002255	3	1	4
GC_00002254	2	1	4
GC_00002257	4	0	4
GC_00002256	0	3	4
GC_00002251	2	2	4
GC_00002250	2	2	4
GC_00002253	4	0	4
GC_00002252	1	3	4
GC_00006440	1	0	1
GC_00006441	1	0	1
GC_00006442	0	1	1
GC_00003256	2	0	2
GC_00003257	2	0	2
GC_00003254	0	2	2
GC_00003255	0	2	2
GC_00003252	0	2	2
GC_00003253	0	2	2
GC_00003250	0	2	2
GC_00003251	2	0	2
GC_00006444	0	1	1
GC_00003258	2	0	2
GC_00003259	2	0	2
GC_00001791	2	4	6
GC_00006446	0	1	1
GC_00001790	3	3	6
GC_00006447	0	1	1
GC_00005270	0	1	1
GC_00001792	3	2	6
GC_00001795	0	6	6
GC_00009119	0	1	1
GC_00001794	2	3	6
GC_00009118	1	0	1
GC_00005274	1	0	1
GC_00005275	1	0	1
GC_00008879	1	0	1
GC_00009115	1	0	1
GC_00009114	0	1	1
GC_00004705	0	1	1
GC_00004704	1	0	1
GC_00004707	0	1	1
GC_00004706	1	0	1
GC_00004701	1	0	1
GC_00004700	1	0	1
GC_00004703	0	1	1
GC_00004702	0	1	1
GC_00004709	1	0	1
GC_00004708	1	0	1
GC_00009508	1	0	1
GC_00009509	1	0	1
GC_00009504	1	0	1
GC_00009505	1	0	1
GC_00009506	1	0	1
GC_00009507	0	1	1
GC_00009500	1	0	1
GC_00009501	1	0	1
GC_00009502	1	0	1
GC_00009503	0	1	1
GC_00000288	11	7	21
GC_00000289	12	9	21
GC_00000938	9	5	14
GC_00000939	7	6	14
GC_00000284	12	9	21
GC_00000937	9	4	14
GC_00000286	11	9	21
GC_00000935	4	9	14
GC_00000280	12	8	21
GC_00000281	12	8	21
GC_00000282	12	9	21
GC_00000283	11	9	21
GC_00002187	0	4	4
GC_00002186	1	3	4
GC_00000958	5	6	14
GC_00000959	8	6	14
GC_00001889	5	0	5
GC_00001888	3	2	5
GC_00001739	4	2	6
GC_00001738	3	3	6
GC_00001737	3	3	6
GC_00001880	3	2	5
GC_00001735	4	2	6
GC_00001734	3	3	6
GC_00001733	4	2	6
GC_00001732	3	3	6
GC_00001731	3	3	6
GC_00001730	5	1	6
GC_00006709	1	0	1
GC_00006708	1	0	1
GC_00006707	1	0	1
GC_00006706	0	1	1
GC_00006705	1	0	1
GC_00006704	0	1	1
GC_00006703	1	0	1
GC_00006702	1	0	1
GC_00006701	1	0	1
GC_00006700	0	1	1
GC_00000428	12	8	20
GC_00000429	11	9	20
GC_00004270	0	1	1
GC_00000420	11	9	20
GC_00000421	11	9	20
GC_00000422	11	9	20
GC_00000423	12	8	20
GC_00000424	10	9	20
GC_00000425	11	8	20
GC_00000426	10	9	20
GC_00000427	11	8	20
GC_00004272	0	1	1
GC_00008639	1	0	1
GC_00008638	1	0	1
GC_00008635	1	0	1
GC_00004275	0	1	1
GC_00008637	1	0	1
GC_00008636	1	0	1
GC_00003354	1	0	2
GC_00008630	1	0	1
GC_00008633	1	0	1
GC_00004274	0	1	1
GC_00001081	6	6	12
GC_00001080	5	6	12
GC_00001083	4	7	12
GC_00001082	5	7	12
GC_00001085	5	6	12
GC_00004277	1	0	1
GC_00001087	8	4	12
GC_00001086	6	6	12
GC_00001089	3	8	11
GC_00001088	1	9	11
GC_00004276	1	0	1
GC_00006839	1	0	1
GC_00006838	1	0	1
GC_00006835	0	1	1
GC_00006834	1	0	1
GC_00006837	1	0	1
GC_00006836	1	0	1
GC_00006831	1	0	1
GC_00006830	1	0	1
GC_00006833	1	0	1
GC_00006832	1	0	1
GC_00008758	1	0	1
GC_00008759	0	1	1
GC_00008752	1	0	1
GC_00008753	1	0	1
GC_00008750	0	1	1
GC_00008751	0	1	1
GC_00008756	0	1	1
GC_00008757	1	0	1
GC_00008754	1	0	1
GC_00008755	1	0	1
GC_00001575	2	5	7
GC_00001574	4	2	7
GC_00001577	1	6	7
GC_00009070	1	0	1
GC_00005055	0	1	1
GC_00009071	1	0	1
GC_00001571	4	3	7
GC_00009072	1	0	1
GC_00001570	1	6	7
GC_00009073	1	0	1
GC_00001573	3	3	7
GC_00009074	1	0	1
GC_00001572	4	2	7
GC_00009075	1	0	1
GC_00005618	1	0	1
GC_00005619	0	1	1
GC_00009076	1	0	1
GC_00005610	1	0	1
GC_00005611	1	0	1
GC_00005612	0	1	1
GC_00005613	1	0	1
GC_00005614	1	0	1
GC_00005615	1	0	1
GC_00005616	1	0	1
GC_00005617	0	1	1
GC_00009078	1	0	1
GC_00009079	0	1	1
GC_00007612	0	1	1
GC_00007613	1	0	1
GC_00007610	1	0	1
GC_00004427	0	1	1
GC_00007616	0	1	1
GC_00007617	0	1	1
GC_00007614	1	0	1
GC_00007615	1	0	1
GC_00008378	0	1	1
GC_00007618	1	0	1
GC_00007619	0	1	1
GC_00008379	0	1	1
GC_00009089	1	0	1
GC_00009088	0	1	1
GC_00002068	4	0	4
GC_00002069	0	4	4
GC_00002062	4	1	5
GC_00002063	0	4	5
GC_00002060	1	4	5
GC_00002061	3	2	5
GC_00002066	2	2	5
GC_00002067	3	2	5
GC_00002064	1	4	5
GC_00002065	1	4	5
GC_00008375	1	0	1
GC_00008370	1	0	1
GC_00008371	1	0	1
GC_00008373	0	1	1
GC_00009881	1	0	1
GC_00009880	1	0	1
GC_00009883	0	1	1
GC_00009882	1	0	1
GC_00002398	3	0	3
GC_00002399	0	3	3
GC_00009887	1	0	1
GC_00009886	1	0	1
GC_00002394	1	2	3
GC_00002395	2	1	3
GC_00002396	1	2	3
GC_00002397	1	2	3
GC_00002390	0	3	3
GC_00002391	3	0	3
GC_00002392	0	3	3
GC_00002393	1	2	3
GC_00010040	0	1	1
GC_00003629	0	2	2
GC_00003628	0	2	2
GC_00003627	2	0	2
GC_00003626	0	1	2
GC_00003625	0	2	2
GC_00003624	2	0	2
GC_00003623	2	0	2
GC_00003622	2	0	2
GC_00003621	1	1	2
GC_00003620	0	2	2
GC_00004398	1	0	1
GC_00004399	1	0	1
GC_00004396	1	0	1
GC_00004397	1	0	1
GC_00004394	1	0	1
GC_00004395	1	0	1
GC_00004392	0	1	1
GC_00004393	1	0	1
GC_00004390	1	0	1
GC_00004391	0	1	1
GC_00002938	2	1	3
GC_00002939	2	1	3
GC_00002930	3	0	3
GC_00002931	0	2	3
GC_00002932	1	2	3
GC_00002933	1	2	3
GC_00002934	2	1	3
GC_00002935	0	3	3
GC_00002936	0	3	3
GC_00002937	2	0	3
GC_00004572	1	0	1
GC_00004573	0	1	1
GC_00000637	9	9	19
GC_00004571	0	1	1
GC_00004576	1	0	1
GC_00004577	1	0	1
GC_00004574	0	1	1
GC_00000632	9	9	19
GC_00004578	1	0	1
GC_00004579	1	0	1
GC_00000639	10	8	19
GC_00000638	11	8	19
GC_00005373	0	1	1
GC_00005372	1	0	1
GC_00005371	1	0	1
GC_00005370	1	0	1
GC_00005377	0	1	1
GC_00005376	0	1	1
GC_00005375	1	0	1
GC_00005374	1	0	1
GC_00005379	0	1	1
GC_00005378	1	0	1
GC_00005809	1	0	1
GC_00005117	0	1	1
GC_00005116	1	0	1
GC_00005115	1	0	1
GC_00005114	1	0	1
GC_00005113	1	0	1
GC_00005112	1	0	1
GC_00005111	0	1	1
GC_00005110	1	0	1
GC_00009711	1	0	1
GC_00009710	1	0	1
GC_00009713	1	0	1
GC_00009712	1	0	1
GC_00009715	0	1	1
GC_00009714	1	0	1
GC_00005119	1	0	1
GC_00005118	1	0	1
GC_00010223	1	0	1
GC_00010222	1	0	1
GC_00010221	1	0	1
GC_00010220	1	0	1
GC_00010227	0	1	1
GC_00010226	0	1	1
GC_00010225	1	0	1
GC_00010224	1	0	1
GC_00010229	1	0	1
GC_00010228	1	0	1
GC_00001278	3	6	9
GC_00001279	3	6	9
GC_00001276	2	7	9
GC_00001277	2	6	9
GC_00001274	5	4	9
GC_00001275	6	3	9
GC_00001272	1	8	9
GC_00001273	3	6	9
GC_00001270	4	4	9
GC_00001271	6	3	9
GC_00004908	1	0	1
GC_00006134	0	1	1
GC_00006135	1	0	1
GC_00006136	1	0	1
GC_00006137	1	0	1
GC_00006130	1	0	1
GC_00006131	1	0	1
GC_00006132	0	1	1
GC_00006133	1	0	1
GC_00006138	0	1	1
GC_00006139	1	0	1
GC_00007849	1	0	1
GC_00007848	0	1	1
GC_00007847	0	1	1
GC_00007846	0	1	1
GC_00007845	1	0	1
GC_00007844	0	1	1
GC_00007843	0	1	1
GC_00007842	1	0	1
GC_00007841	0	1	1
GC_00007840	1	0	1
GC_00002237	1	3	4
GC_00002236	4	0	4
GC_00002235	1	3	4
GC_00002234	3	1	4
GC_00002233	2	2	4
GC_00002232	2	2	4
GC_00002231	2	2	4
GC_00002230	1	2	4
GC_00002729	0	3	3
GC_00002728	3	0	3
GC_00002239	0	4	4
GC_00002238	0	4	4
GC_00007269	0	1	1
GC_00007268	1	0	1
GC_00007263	0	1	1
GC_00007262	1	0	1
GC_00007261	1	0	1
GC_00007260	1	0	1
GC_00007267	0	1	1
GC_00007266	0	1	1
GC_00007265	1	0	1
GC_00007264	0	1	1
GC_00004725	1	0	1
GC_00004132	2	0	2
GC_00004133	0	1	2
GC_00004130	0	2	2
GC_00004131	1	1	2
GC_00004136	2	0	2
GC_00004137	1	1	2
GC_00004134	1	1	2
GC_00004135	1	1	2
GC_00006970	1	0	1
GC_00006971	0	1	1
GC_00006972	1	0	1
GC_00006973	1	0	1
GC_00006974	1	0	1
GC_00006975	1	0	1
GC_00003616	2	0	2
GC_00006976	0	1	1
GC_00004769	1	0	1
GC_00003617	2	0	2
GC_00004767	1	0	1
GC_00004766	0	1	1
GC_00004765	1	0	1
GC_00004764	1	0	1
GC_00004763	1	0	1
GC_00003342	2	0	2
GC_00004761	1	0	1
GC_00004760	1	0	1
GC_00003343	0	2	2
GC_00003344	2	0	2
GC_00003345	0	2	2
GC_00009526	1	0	1
GC_00009527	0	1	1
GC_00009524	0	1	1
GC_00009525	1	0	1
GC_00009522	0	1	1
GC_00003346	2	0	2
GC_00009520	1	0	1
GC_00009521	1	0	1
GC_00003347	1	0	2
GC_00009528	0	1	1
GC_00009529	1	0	1
GC_00002211	1	3	4
GC_00002746	0	3	3
GC_00009827	0	1	1
GC_00002213	1	2	4
GC_00002212	2	2	4
GC_00002215	0	4	4
GC_00002214	0	4	4
GC_00002741	0	2	3
GC_00002216	0	3	4
GC_00008577	1	0	1
GC_00004697	1	0	1
GC_00004696	1	0	1
GC_00004347	1	0	1
GC_00000002	10	9	36
GC_00004189	1	0	1
GC_00004188	1	0	1
GC_00004183	2	0	2
GC_00004182	2	0	2
GC_00004181	2	0	2
GC_00004180	2	0	2
GC_00004187	1	0	1
GC_00004186	1	0	1
GC_00004185	1	0	1
GC_00004184	0	2	2
GC_00008389	0	1	1
GC_00004343	1	0	1
GC_00008385	1	0	1
GC_00008384	0	1	1
GC_00008387	0	1	1
GC_00004690	0	1	1
GC_00008381	1	0	1
GC_00008380	0	1	1
GC_00008383	1	0	1
GC_00008382	1	0	1
GC_00001711	4	2	6
GC_00001862	0	4	5
GC_00001861	2	3	5
GC_00001860	3	2	5
GC_00001715	3	3	6
GC_00001714	0	3	6
GC_00001865	1	4	5
GC_00001864	1	4	5
GC_00001719	3	3	6
GC_00001718	1	5	6
GC_00001869	3	2	5
GC_00001868	4	0	5
GC_00006721	1	0	1
GC_00006720	1	0	1
GC_00006723	1	0	1
GC_00006722	1	0	1
GC_00006725	1	0	1
GC_00006724	0	1	1
GC_00006727	0	1	1
GC_00006726	1	0	1
GC_00006729	1	0	1
GC_00006728	1	0	1
GC_00000402	11	8	21
GC_00000403	10	9	21
GC_00000400	11	6	21
GC_00000401	11	9	21
GC_00000406	11	9	21
GC_00000407	11	9	21
GC_00000404	10	9	21
GC_00000405	11	9	21
GC_00000408	11	9	21
GC_00000409	13	8	21
GC_00008657	1	0	1
GC_00008656	1	0	1
GC_00008655	0	1	1
GC_00008654	1	0	1
GC_00008653	0	1	1
GC_00008652	0	1	1
GC_00008651	1	0	1
GC_00008650	1	0	1
GC_00008659	1	0	1
GC_00008658	1	0	1
GC_00006585	0	1	1
GC_00006584	1	0	1
GC_00006587	0	1	1
GC_00006586	1	0	1
GC_00004789	1	0	1
GC_00006580	0	1	1
GC_00006583	1	0	1
GC_00006582	1	0	1
GC_00010050	1	0	1
GC_00010051	0	1	1
GC_00010052	1	0	1
GC_00010053	1	0	1
GC_00006589	1	0	1
GC_00006588	1	0	1
GC_00006859	0	1	1
GC_00006858	0	1	1
GC_00008738	1	0	1
GC_00008739	1	0	1
GC_00008734	0	1	1
GC_00008735	1	0	1
GC_00008736	1	0	1
GC_00008737	0	1	1
GC_00008730	0	1	1
GC_00008731	1	0	1
GC_00008732	1	0	1
GC_00008733	0	1	1
GC_00005588	1	0	1
GC_00005589	1	0	1
GC_00005580	0	1	1
GC_00005581	0	1	1
GC_00005582	0	1	1
GC_00005583	1	0	1
GC_00005584	1	0	1
GC_00005585	0	1	1
GC_00005586	0	1	1
GC_00005587	1	0	1
GC_00008571	1	0	1
GC_00004406	1	0	1
GC_00007450	0	1	1
GC_00007451	1	0	1
GC_00007452	0	1	1
GC_00007453	1	0	1
GC_00007454	1	0	1
GC_00007455	1	0	1
GC_00007456	1	0	1
GC_00007457	0	1	1
GC_00007458	0	1	1
GC_00007459	0	1	1
GC_00007988	0	1	1
GC_00007989	1	0	1
GC_00005632	1	0	1
GC_00004407	1	0	1
GC_00005630	1	0	1
GC_00005631	1	0	1
GC_00005636	1	0	1
GC_00005637	0	1	1
GC_00005634	1	0	1
GC_00005635	0	1	1
GC_00005638	1	0	1
GC_00005639	1	0	1
GC_00007188	0	1	1
GC_00007189	1	0	1
GC_00007182	1	0	1
GC_00007183	0	1	1
GC_00007180	1	0	1
GC_00004529	1	0	1
GC_00007186	1	0	1
GC_00007187	1	0	1
GC_00007184	1	0	1
GC_00007185	0	1	1
GC_00007674	1	0	1
GC_00007675	0	1	1
GC_00007676	1	0	1
GC_00007677	0	1	1
GC_00007670	1	0	1
GC_00007671	0	1	1
GC_00007672	0	1	1
GC_00007673	0	1	1
GC_00009104	0	1	1
GC_00007678	1	0	1
GC_00007679	1	0	1
GC_00009063	0	1	1
GC_00009062	0	1	1
GC_00009061	1	0	1
GC_00009060	0	1	1
GC_00002008	5	0	5
GC_00002009	1	3	5
GC_00009065	0	1	1
GC_00009064	1	0	1
GC_00002004	2	3	5
GC_00002005	3	2	5
GC_00002006	1	4	5
GC_00002007	4	1	5
GC_00002000	2	3	5
GC_00002001	1	4	5
GC_00002002	1	2	5
GC_00002003	0	3	5
GC_00010154	1	0	1
GC_00009315	1	0	1
GC_00009314	1	0	1
GC_00010151	1	0	1
GC_00009317	0	1	1
GC_00009316	1	0	1
GC_00009311	0	1	1
GC_00010152	1	0	1
GC_00009310	1	0	1
GC_00009313	0	1	1
GC_00009312	0	1	1
GC_00005823	0	1	1
GC_00009768	0	1	1
GC_00005822	1	0	1
GC_00003353	0	2	2
GC_00003600	2	0	2
GC_00003351	0	2	2
GC_00003602	1	1	2
GC_00003357	0	2	2
GC_00003356	1	1	2
GC_00003355	1	0	2
GC_00003606	1	1	2
GC_00003609	2	0	2
GC_00003608	2	0	2
GC_00003359	0	2	2
GC_00003358	0	2	2
GC_00004370	1	0	1
GC_00004371	1	0	1
GC_00004372	0	1	1
GC_00004373	0	1	1
GC_00004374	0	1	1
GC_00004375	1	0	1
GC_00004376	1	0	1
GC_00004377	0	1	1
GC_00004378	1	0	1
GC_00004379	1	0	1
GC_00002912	2	1	3
GC_00002913	2	1	3
GC_00002910	0	3	3
GC_00002911	0	3	3
GC_00002916	0	3	3
GC_00002917	1	2	3
GC_00002914	2	1	3
GC_00002915	3	0	3
GC_00002918	2	0	3
GC_00002919	0	3	3
GC_00005827	1	0	1
GC_00000802	7	9	16
GC_00004514	1	0	1
GC_00004515	0	1	1
GC_00004516	0	1	1
GC_00004517	1	0	1
GC_00004510	0	1	1
GC_00004511	0	1	1
GC_00004512	1	0	1
GC_00004513	1	0	1
GC_00004518	0	1	1
GC_00004519	1	0	1
GC_00005826	0	1	1
GC_00000803	10	5	16
GC_00009077	0	1	1
GC_00005825	1	0	1
GC_00009769	0	1	1
GC_00005824	1	0	1
GC_00005355	1	0	1
GC_00005354	1	0	1
GC_00005357	1	0	1
GC_00005356	1	0	1
GC_00005351	1	0	1
GC_00005350	1	0	1
GC_00005353	0	1	1
GC_00005352	1	0	1
GC_00005359	1	0	1
GC_00005358	1	0	1
GC_00000879	8	6	15
GC_00000878	5	9	15
GC_00000659	10	8	18
GC_00000658	9	9	18
GC_00000657	13	5	18
GC_00000656	13	5	18
GC_00000655	9	8	18
GC_00000654	10	8	18
GC_00000653	9	9	19
GC_00000652	10	7	19
GC_00000651	9	8	19
GC_00000650	11	8	19
GC_00005139	1	0	1
GC_00005138	1	0	1
GC_00005131	0	1	1
GC_00005130	1	0	1
GC_00005133	1	0	1
GC_00005132	1	0	1
GC_00005135	0	1	1
GC_00005134	0	1	1
GC_00005137	1	0	1
GC_00005136	1	0	1
GC_00010205	1	0	1
GC_00010204	1	0	1
GC_00010207	1	0	1
GC_00010206	1	0	1
GC_00008368	0	1	1
GC_00010200	1	0	1
GC_00010203	0	1	1
GC_00010202	0	1	1
GC_00010209	1	0	1
GC_00010208	0	1	1
GC_00001290	5	3	9
GC_00001291	5	0	9
GC_00001292	2	6	9
GC_00001293	1	8	9
GC_00001294	8	0	9
GC_00001295	3	4	9
GC_00001296	3	4	9
GC_00001297	7	2	9
GC_00001298	3	6	9
GC_00001299	7	2	9
GC_00007107	1	0	1
GC_00007109	1	0	1
GC_00006448	1	0	1
GC_00006449	1	0	1
GC_00006118	1	0	1
GC_00006119	0	1	1
GC_00006116	0	1	1
GC_00006117	0	1	1
GC_00006114	0	1	1
GC_00006115	1	0	1
GC_00006112	1	0	1
GC_00006113	0	1	1
GC_00006110	0	1	1
GC_00006111	0	1	1
GC_00007861	1	0	1
GC_00007860	0	1	1
GC_00007863	0	1	1
GC_00007862	1	0	1
GC_00007865	1	0	1
GC_00007864	1	0	1
GC_00007867	0	1	1
GC_00007866	0	1	1
GC_00007869	1	0	1
GC_00007868	1	0	1
GC_00009649	0	1	1
GC_00009648	0	1	1
GC_00009821	0	1	1
GC_00005889	1	0	1
GC_00005888	1	0	1
GC_00009645	1	0	1
GC_00009644	1	0	1
GC_00007951	0	1	1
GC_00007249	1	0	1
GC_00007248	0	1	1
GC_00002516	1	2	3
GC_00007245	1	0	1
GC_00007244	0	1	1
GC_00007247	1	0	1
GC_00007246	1	0	1
GC_00007241	1	0	1
GC_00007240	0	1	1
GC_00007243	0	1	1
GC_00007242	0	1	1
GC_00003681	2	0	2
GC_00003680	1	1	2
GC_00003683	1	0	2
GC_00003682	1	0	2
GC_00002517	1	2	3
GC_00003685	2	0	2
GC_00003932	1	1	2
GC_00003687	0	1	2
GC_00005885	0	1	1
GC_00003930	2	0	2
GC_00002514	0	3	3
GC_00002219	2	1	4
GC_00002218	4	0	4
GC_00002749	3	0	3
GC_00002748	3	0	3
GC_00002747	3	0	3
GC_00002210	2	2	4
GC_00002745	0	3	3
GC_00002744	2	1	3
GC_00002743	2	1	3
GC_00002742	3	0	3
GC_00002217	3	0	4
GC_00002740	1	2	3
GC_00003168	0	2	2
GC_00003169	0	2	2
GC_00003160	0	2	2
GC_00003161	0	2	2
GC_00003162	0	2	2
GC_00003163	0	2	2
GC_00003164	2	0	2
GC_00003165	0	2	2
GC_00003166	0	2	2
GC_00003167	2	0	2
GC_00004741	0	1	1
GC_00004740	0	1	1
GC_00004743	0	1	1
GC_00004742	1	0	1
GC_00004745	1	0	1
GC_00004744	1	0	1
GC_00004747	0	1	1
GC_00004746	0	1	1
GC_00004749	1	0	1
GC_00004748	1	0	1
GC_00005832	1	0	1
GC_00005833	0	1	1
GC_00005834	0	1	1
GC_00005835	1	0	1
GC_00005836	0	1	1
GC_00005837	0	1	1
GC_00000644	13	5	19
GC_00000645	11	7	19
GC_00000646	10	9	19
GC_00000647	11	7	19
GC_00000640	10	9	19
GC_00000641	10	9	19
GC_00000642	11	7	19
GC_00000643	10	9	19
GC_00008566	0	1	1
GC_00001115	7	3	11
GC_00001114	2	8	11
GC_00001845	4	1	5
GC_00001844	3	2	5
GC_00001847	3	2	5
GC_00001846	3	2	5
GC_00001841	5	0	5
GC_00001840	3	2	5
GC_00001843	1	4	5
GC_00001842	1	4	5
GC_00005838	1	0	1
GC_00005839	1	0	1
GC_00001849	3	2	5
GC_00001848	1	4	5
GC_00005125	1	0	1
GC_00000464	12	8	20
GC_00000465	11	9	20
GC_00000466	11	8	20
GC_00000467	11	9	20
GC_00000460	11	9	20
GC_00000461	11	9	20
GC_00000462	11	9	20
GC_00000463	11	9	20
GC_00008671	1	0	1
GC_00008670	1	0	1
GC_00008673	0	1	1
GC_00008672	0	1	1
GC_00000468	12	7	20
GC_00000469	9	9	20
GC_00008677	1	0	1
GC_00008676	1	0	1
GC_00008679	0	1	1
GC_00002335	3	1	4
GC_00001599	4	2	7
GC_00001598	3	3	7
GC_00001597	3	3	7
GC_00001596	4	1	7
GC_00001595	2	4	7
GC_00001594	1	4	7
GC_00001593	1	6	7
GC_00001592	5	2	7
GC_00001591	3	3	7
GC_00001590	1	6	7
GC_00002330	2	2	4
GC_00002331	2	2	4
GC_00010072	1	0	1
GC_00010073	1	0	1
GC_00010070	1	0	1
GC_00010071	0	1	1
GC_00010076	1	0	1
GC_00010077	1	0	1
GC_00010074	1	0	1
GC_00010075	1	0	1
GC_00010078	1	0	1
GC_00010079	0	1	1
GC_00008716	1	0	1
GC_00008717	1	0	1
GC_00008714	1	0	1
GC_00008715	0	1	1
GC_00008712	1	0	1
GC_00008713	1	0	1
GC_00008710	1	0	1
GC_00008711	1	0	1
GC_00008718	1	0	1
GC_00008719	1	0	1
GC_00008675	1	0	1
GC_00008674	1	0	1
GC_00007478	1	0	1
GC_00007479	0	1	1
GC_00007472	0	1	1
GC_00007473	0	1	1
GC_00007470	1	0	1
GC_00007471	1	0	1
GC_00007476	1	0	1
GC_00007477	1	0	1
GC_00007474	1	0	1
GC_00007475	0	1	1
