cluster	axial count	mcr count	total occurrence
GC_00006691	1	0	1
GC_00006690	1	0	1
GC_00006693	1	0	1
GC_00006692	1	0	1
GC_00006695	1	0	1
GC_00006694	0	1	1
GC_00006697	0	1	1
GC_00006696	1	0	1
GC_00004839	0	1	1
GC_00004838	0	1	1
GC_00004833	0	1	1
GC_00004832	0	1	1
GC_00004831	1	0	1
GC_00004830	1	0	1
GC_00004837	1	0	1
GC_00004836	0	1	1
GC_00004835	1	0	1
GC_00004834	1	0	1
GC_00008704	1	0	1
GC_00006479	1	0	1
GC_00006478	0	1	1
GC_00006475	0	1	1
GC_00006474	0	1	1
GC_00006477	1	0	1
GC_00006476	0	1	1
GC_00006471	0	1	1
GC_00006470	1	0	1
GC_00006473	1	0	1
GC_00006472	1	0	1
GC_00007876	1	0	1
GC_00007877	1	0	1
GC_00007874	0	1	1
GC_00007875	0	1	1
GC_00007872	1	0	1
GC_00007873	1	0	1
GC_00007870	0	1	1
GC_00007871	1	0	1
GC_00003599	0	2	2
GC_00007878	1	0	1
GC_00003598	1	0	2
GC_00003597	2	0	2
GC_00003848	2	0	2
GC_00006902	1	0	1
GC_00006908	0	1	1
GC_00007252	1	0	1
GC_00007253	1	0	1
GC_00003646	1	1	2
GC_00007251	1	0	1
GC_00007256	1	0	1
GC_00007257	0	1	1
GC_00007254	1	0	1
GC_00007255	0	1	1
GC_00007258	1	0	1
GC_00007259	1	0	1
GC_00003641	0	1	2
GC_00005875	1	0	1
GC_00003640	2	0	2
GC_00007503	1	0	1
GC_00004316	0	1	1
GC_00004641	0	1	1
GC_00004314	0	1	1
GC_00009775	1	0	1
GC_00009913	1	0	1
GC_00009380	0	1	1
GC_00009911	1	0	1
GC_00004643	1	0	1
GC_00002758	2	0	3
GC_00002759	2	1	3
GC_00002208	3	0	4
GC_00002209	3	1	4
GC_00002206	2	2	4
GC_00002207	1	3	4
GC_00002204	3	0	4
GC_00002205	0	4	4
GC_00002202	3	1	4
GC_00002751	3	0	3
GC_00002200	0	2	4
GC_00002201	2	2	4
GC_00003403	1	0	2
GC_00003402	0	1	2
GC_00003401	1	1	2
GC_00003400	0	2	2
GC_00003159	0	2	2
GC_00003158	2	0	2
GC_00003405	2	0	2
GC_00003404	2	0	2
GC_00003155	0	2	2
GC_00003154	0	2	2
GC_00003157	0	2	2
GC_00003408	0	2	2
GC_00003151	0	2	2
GC_00003150	0	2	2
GC_00003153	0	2	2
GC_00003152	2	0	2
GC_00003111	0	2	2
GC_00003110	0	2	2
GC_00003113	0	2	2
GC_00004756	1	0	1
GC_00001027	7	5	12
GC_00004754	1	0	1
GC_00004755	0	1	1
GC_00004752	0	1	1
GC_00004753	1	0	1
GC_00004750	1	0	1
GC_00001026	6	6	12
GC_00003115	0	2	2
GC_00005010	1	0	1
GC_00004758	1	0	1
GC_00004759	0	1	1
GC_00005011	1	0	1
GC_00003117	0	2	2
GC_00001023	5	7	12
GC_00003440	0	2	2
GC_00001022	6	3	12
GC_00000143	12	9	23
GC_00001021	6	5	12
GC_00000142	13	9	23
GC_00001020	7	5	12
GC_00000989	5	8	13
GC_00000988	4	8	13
GC_00000987	7	5	13
GC_00000986	7	6	13
GC_00000985	6	4	13
GC_00000984	9	2	13
GC_00000983	7	6	13
GC_00000982	8	5	13
GC_00000981	4	8	13
GC_00000980	6	7	13
GC_00000149	13	9	23
GC_00003520	2	0	2
GC_00000148	12	9	23
GC_00009381	0	1	1
GC_00000187	11	9	22
GC_00000186	12	9	22
GC_00000185	12	9	22
GC_00000184	12	9	22
GC_00000183	12	9	22
GC_00000182	13	8	22
GC_00000181	12	9	22
GC_00000180	12	8	22
GC_00000189	12	8	22
GC_00000188	11	9	22
GC_00001858	4	1	5
GC_00001859	3	2	5
GC_00001852	5	0	5
GC_00001853	3	2	5
GC_00001850	3	2	5
GC_00001851	3	2	5
GC_00001856	2	3	5
GC_00001857	0	2	5
GC_00001854	1	3	5
GC_00001855	3	2	5
GC_00005805	0	1	1
GC_00005804	1	0	1
GC_00005807	1	0	1
GC_00005806	0	1	1
GC_00005801	1	0	1
GC_00005800	1	0	1
GC_00005803	1	0	1
GC_00005802	1	0	1
GC_00003522	1	1	2
GC_00005808	1	0	1
GC_00000459	12	7	20
GC_00000458	10	9	20
GC_00000329	12	9	21
GC_00000328	12	9	21
GC_00000323	12	9	21
GC_00000322	12	9	21
GC_00000321	10	9	21
GC_00000320	12	9	21
GC_00000455	12	8	20
GC_00000454	11	9	20
GC_00000457	12	8	20
GC_00000456	10	9	20
GC_00008668	0	1	1
GC_00008669	0	1	1
GC_00008666	1	0	1
GC_00002707	1	1	3
GC_00008664	1	0	1
GC_00008665	1	0	1
GC_00008662	1	0	1
GC_00008663	1	0	1
GC_00008660	1	0	1
GC_00002706	0	3	3
GC_00001588	1	6	7
GC_00001589	3	4	7
GC_00001584	0	4	7
GC_00001585	1	5	7
GC_00001586	1	4	7
GC_00001587	2	4	7
GC_00001580	3	3	7
GC_00001581	3	4	7
GC_00001582	6	0	7
GC_00001583	4	2	7
GC_00002709	0	3	3
GC_00010007	1	0	1
GC_00005841	0	1	1
GC_00010005	1	0	1
GC_00002708	3	0	3
GC_00010003	0	1	1
GC_00010002	1	0	1
GC_00010001	0	1	1
GC_00005840	0	1	1
GC_00005843	0	1	1
GC_00010009	1	0	1
GC_00010008	0	1	1
GC_00010106	0	1	1
GC_00005842	1	0	1
GC_00010107	1	0	1
GC_00005845	0	1	1
GC_00009386	1	0	1
GC_00005844	1	0	1
GC_00010105	0	1	1
GC_00005847	1	0	1
GC_00005846	0	1	1
GC_00010101	0	1	1
GC_00007409	1	0	1
GC_00007408	0	1	1
GC_00007407	1	0	1
GC_00007406	1	0	1
GC_00007405	1	0	1
GC_00007404	0	1	1
GC_00007403	0	1	1
GC_00007402	1	0	1
GC_00007401	1	0	1
GC_00007400	0	1	1
GC_00001328	1	7	8
GC_00001329	4	3	8
GC_00001320	7	2	9
GC_00001321	4	4	8
GC_00001322	6	2	8
GC_00001323	4	4	8
GC_00001324	4	3	8
GC_00001325	4	4	8
GC_00001326	1	6	8
GC_00001327	3	4	8
GC_00009139	0	1	1
GC_00009138	0	1	1
GC_00009135	1	0	1
GC_00009134	1	0	1
GC_00009137	0	1	1
GC_00009136	1	0	1
GC_00009131	1	0	1
GC_00009130	1	0	1
GC_00009133	0	1	1
GC_00009132	0	1	1
GC_00006868	1	0	1
GC_00006869	0	1	1
GC_00006866	1	0	1
GC_00006867	1	0	1
GC_00006864	1	0	1
GC_00006865	1	0	1
GC_00006862	0	1	1
GC_00006863	1	0	1
GC_00006860	1	0	1
GC_00006861	0	1	1
GC_00008987	0	1	1
GC_00008986	1	0	1
GC_00008985	0	1	1
GC_00008984	1	0	1
GC_00008983	0	1	1
GC_00008982	1	0	1
GC_00008981	1	0	1
GC_00008980	1	0	1
GC_00008989	1	0	1
GC_00008988	1	0	1
GC_00009058	0	1	1
GC_00009059	0	1	1
GC_00002823	0	2	3
GC_00009053	1	0	1
GC_00009050	1	0	1
GC_00009051	1	0	1
GC_00009056	0	1	1
GC_00009057	0	1	1
GC_00009054	1	0	1
GC_00009055	0	1	1
GC_00000495	8	9	20
GC_00000494	11	9	20
GC_00000365	13	8	21
GC_00000364	11	9	21
GC_00000363	11	9	21
GC_00008318	1	0	1
GC_00000362	11	9	21
GC_00006318	0	1	1
GC_00006319	0	1	1
GC_00000361	12	8	21
GC_00006310	1	0	1
GC_00006311	1	0	1
GC_00006312	1	0	1
GC_00000360	12	9	21
GC_00006314	0	1	1
GC_00006315	1	0	1
GC_00006316	0	1	1
GC_00006317	1	0	1
GC_00006810	1	0	1
GC_00003368	1	1	2
GC_00003369	2	0	2
GC_00003362	0	2	2
GC_00003363	0	2	2
GC_00003360	2	0	2
GC_00003361	0	2	2
GC_00003366	2	0	2
GC_00003367	2	0	2
GC_00003364	2	0	2
GC_00003365	1	1	2
GC_00002949	3	0	3
GC_00002948	0	3	3
GC_00002419	0	3	3
GC_00002418	3	0	3
GC_00002941	3	0	3
GC_00002940	0	2	3
GC_00002943	2	1	3
GC_00002410	0	3	3
GC_00002417	0	3	3
GC_00002944	1	1	3
GC_00002947	0	2	3
GC_00002946	2	1	3
GC_00010061	0	1	1
GC_00003098	0	2	2
GC_00003099	2	0	2
GC_00006815	1	0	1
GC_00003094	0	2	2
GC_00003095	0	2	2
GC_00003096	0	2	2
GC_00003097	2	0	2
GC_00003090	2	0	2
GC_00003091	0	2	2
GC_00003092	0	2	2
GC_00003093	0	2	2
GC_00008319	0	1	1
GC_00004341	0	1	1
GC_00003894	2	0	2
GC_00003895	1	1	2
GC_00003896	2	0	2
GC_00003897	2	0	2
GC_00003890	0	2	2
GC_00003891	0	2	2
GC_00003892	0	2	2
GC_00003893	2	0	2
GC_00003898	1	1	2
GC_00003899	1	1	2
GC_00004329	0	1	1
GC_00004328	1	0	1
GC_00004327	1	0	1
GC_00004326	0	1	1
GC_00004325	0	1	1
GC_00004324	1	0	1
GC_00004323	0	1	1
GC_00004322	0	1	1
GC_00004321	0	1	1
GC_00004320	1	0	1
GC_00005328	1	0	1
GC_00005329	1	0	1
GC_00005324	1	0	1
GC_00005325	0	1	1
GC_00005326	0	1	1
GC_00005327	0	1	1
GC_00005320	0	1	1
GC_00005321	1	0	1
GC_00005322	0	1	1
GC_00005323	0	1	1
GC_00000842	8	7	16
GC_00000843	8	7	16
GC_00000840	10	4	16
GC_00000841	8	7	16
GC_00000846	8	8	16
GC_00000847	11	4	15
GC_00000660	9	9	18
GC_00000661	8	8	18
GC_00000848	10	5	15
GC_00000849	6	9	15
GC_00000668	10	7	18
GC_00000669	9	9	18
GC_00001135	5	6	11
GC_00001134	3	5	11
GC_00001137	4	6	11
GC_00001136	4	6	11
GC_00001131	10	0	11
GC_00001130	5	6	11
GC_00001133	6	5	11
GC_00001132	4	6	11
GC_00001139	8	3	11
GC_00001138	2	6	11
GC_00005498	0	1	1
GC_00005499	1	0	1
GC_00006673	0	1	1
GC_00006672	0	1	1
GC_00006671	1	0	1
GC_00006670	0	1	1
GC_00006677	0	1	1
GC_00006676	0	1	1
GC_00006675	1	0	1
GC_00006674	1	0	1
GC_00006679	1	0	1
GC_00006678	0	1	1
GC_00004819	1	0	1
GC_00004818	1	0	1
GC_00003607	0	2	2
GC_00004815	1	0	1
GC_00004814	0	1	1
GC_00004817	1	0	1
GC_00004816	1	0	1
GC_00004811	1	0	1
GC_00004810	1	0	1
GC_00004813	0	1	1
GC_00004812	1	0	1
GC_00000965	7	6	13
GC_00006417	0	1	1
GC_00006416	1	0	1
GC_00006415	0	1	1
GC_00006414	0	1	1
GC_00006413	1	0	1
GC_00006412	1	0	1
GC_00006411	1	0	1
GC_00006410	1	0	1
GC_00006419	1	0	1
GC_00006418	1	0	1
GC_00006270	1	0	1
GC_00004049	1	1	2
GC_00008510	1	0	1
GC_00008511	1	0	1
GC_00008512	1	0	1
GC_00008513	1	0	1
GC_00008514	0	1	1
GC_00008515	1	0	1
GC_00008516	1	0	1
GC_00008517	0	1	1
GC_00008518	1	0	1
GC_00008519	0	1	1
GC_00009570	1	0	1
GC_00008158	0	1	1
GC_00008159	1	0	1
GC_00007234	1	0	1
GC_00007235	1	0	1
GC_00007236	1	0	1
GC_00007237	1	0	1
GC_00007230	1	0	1
GC_00007231	1	0	1
GC_00007232	0	1	1
GC_00007233	1	0	1
GC_00008882	0	1	1
GC_00007238	1	0	1
GC_00007239	1	0	1
GC_00008154	1	0	1
GC_00008155	0	1	1
GC_00002776	1	2	3
GC_00002777	0	3	3
GC_00002774	0	3	3
GC_00002775	1	0	3
GC_00002772	3	0	3
GC_00002773	3	0	3
GC_00002770	1	1	3
GC_00002771	0	3	3
GC_00009939	0	1	1
GC_00000019	12	9	26
GC_00002778	3	0	3
GC_00002779	1	2	3
GC_00003425	0	2	2
GC_00003424	1	1	2
GC_00003427	2	0	2
GC_00003426	2	0	2
GC_00003421	1	1	2
GC_00003420	2	0	2
GC_00003423	2	0	2
GC_00003422	2	0	2
GC_00003429	1	0	2
GC_00003428	0	2	2
GC_00003139	2	0	2
GC_00003138	2	0	2
GC_00001144	3	7	11
GC_00005196	0	1	1
GC_00009248	1	0	1
GC_00005195	1	0	1
GC_00001147	5	5	11
GC_00001140	7	3	11
GC_00001141	2	6	11
GC_00001142	3	7	11
GC_00001143	4	6	11
GC_00007914	0	1	1
GC_00000973	1	6	13
GC_00007912	1	0	1
GC_00007918	0	1	1
GC_00000971	10	3	13
GC_00009179	1	0	1
GC_00001838	1	4	5
GC_00001839	0	5	5
GC_00005869	1	0	1
GC_00005868	0	1	1
GC_00001834	4	2	6
GC_00001835	1	5	6
GC_00001836	0	4	6
GC_00001837	3	3	6
GC_00001830	3	3	6
GC_00001831	1	4	6
GC_00001832	6	0	6
GC_00001833	1	5	6
GC_00000976	7	6	13
GC_00001367	4	3	8
GC_00000309	12	9	21
GC_00000308	11	8	21
GC_00000305	10	8	21
GC_00000304	11	9	21
GC_00000307	11	9	21
GC_00000306	11	9	21
GC_00000301	12	9	21
GC_00000300	11	8	21
GC_00000303	11	8	21
GC_00000302	10	9	21
GC_00008680	1	0	1
GC_00008681	1	0	1
GC_00008682	0	1	1
GC_00008683	0	1	1
GC_00008684	1	0	1
GC_00008685	1	0	1
GC_00008686	1	0	1
GC_00008687	0	1	1
GC_00008688	1	0	1
GC_00004569	1	0	1
GC_00004568	1	0	1
GC_00009175	0	1	1
GC_00000974	5	8	13
GC_00009174	1	0	1
GC_00004565	1	0	1
GC_00004564	1	0	1
GC_00009176	0	1	1
GC_00009489	1	0	1
GC_00009488	1	0	1
GC_00009485	1	0	1
GC_00009484	1	0	1
GC_00009487	0	1	1
GC_00009486	0	1	1
GC_00009481	0	1	1
GC_00009480	1	0	1
GC_00009483	1	0	1
GC_00009482	1	0	1
GC_00007421	0	1	1
GC_00007420	1	0	1
GC_00007423	1	0	1
GC_00007422	1	0	1
GC_00007425	1	0	1
GC_00007424	1	0	1
GC_00007427	1	0	1
GC_00007426	1	0	1
GC_00007429	1	0	1
GC_00007428	1	0	1
GC_00007939	0	1	1
GC_00007938	1	0	1
GC_00009825	1	0	1
GC_00001302	5	4	9
GC_00001303	4	3	9
GC_00001300	4	4	9
GC_00001301	6	3	9
GC_00001306	1	6	9
GC_00001307	3	5	9
GC_00001304	4	2	9
GC_00001305	4	5	9
GC_00009823	0	1	1
GC_00001308	4	4	9
GC_00001309	6	3	9
GC_00009822	1	0	1
GC_00004108	2	0	2
GC_00009156	1	0	1
GC_00009155	1	0	1
GC_00009154	0	1	1
GC_00009153	0	1	1
GC_00009152	1	0	1
GC_00009151	0	1	1
GC_00009150	0	1	1
GC_00009820	1	0	1
GC_00009159	0	1	1
GC_00009158	0	1	1
GC_00006880	0	1	1
GC_00006881	0	1	1
GC_00006882	0	1	1
GC_00006883	1	0	1
GC_00006884	1	0	1
GC_00006885	0	1	1
GC_00006886	1	0	1
GC_00006887	1	0	1
GC_00006888	0	1	1
GC_00006889	1	0	1
GC_00010023	0	1	1
GC_00010022	1	0	1
GC_00010025	0	1	1
GC_00010024	0	1	1
GC_00010027	1	0	1
GC_00010026	1	0	1
GC_00007685	0	1	1
GC_00007684	0	1	1
GC_00007687	1	0	1
GC_00007686	1	0	1
GC_00007681	1	0	1
GC_00007680	1	0	1
GC_00007683	1	0	1
GC_00007682	0	1	1
GC_00007689	1	0	1
GC_00007688	0	1	1
GC_00009038	1	0	1
GC_00009039	1	0	1
GC_00009034	1	0	1
GC_00009035	0	1	1
GC_00009036	0	1	1
GC_00009037	1	0	1
GC_00009030	0	1	1
GC_00009031	0	1	1
GC_00009032	0	1	1
GC_00009033	1	0	1
GC_00006088	1	0	1
GC_00006089	1	0	1
GC_00006080	1	0	1
GC_00006081	0	1	1
GC_00006082	1	0	1
GC_00006083	0	1	1
GC_00006084	1	0	1
GC_00006085	0	1	1
GC_00006086	1	0	1
GC_00006087	1	0	1
GC_00000936	7	7	14
GC_00000285	11	8	21
GC_00000934	9	5	14
GC_00000287	12	8	21
GC_00000932	8	6	14
GC_00000933	8	6	14
GC_00000930	4	9	14
GC_00000931	9	5	14
GC_00006332	0	1	1
GC_00006333	1	0	1
GC_00006330	1	0	1
GC_00006331	0	1	1
GC_00006336	0	1	1
GC_00006337	1	0	1
GC_00006334	1	0	1
GC_00006335	1	0	1
GC_00006338	1	0	1
GC_00006339	0	1	1
GC_00003308	2	0	2
GC_00003309	0	2	2
GC_00003304	1	1	2
GC_00003442	0	2	2
GC_00003306	0	2	2
GC_00003307	2	0	2
GC_00003300	1	0	2
GC_00003301	1	1	2
GC_00003302	1	0	2
GC_00003303	2	0	2
GC_00002439	0	3	3
GC_00002438	0	3	3
GC_00002435	0	2	3
GC_00002434	0	3	3
GC_00002437	0	3	3
GC_00002436	3	0	3
GC_00002431	0	3	3
GC_00002430	3	0	3
GC_00002433	3	0	3
GC_00002432	1	2	3
GC_00008547	0	1	1
GC_00008546	0	1	1
GC_00008545	0	1	1
GC_00008544	1	0	1
GC_00008543	1	0	1
GC_00008542	0	1	1
GC_00008541	1	0	1
GC_00008540	1	0	1
GC_00002807	2	1	3
GC_00004653	1	0	1
GC_00004652	1	0	1
GC_00004651	1	0	1
GC_00004302	1	0	1
GC_00004657	1	0	1
GC_00004656	1	0	1
GC_00004655	1	0	1
GC_00004306	1	0	1
GC_00004309	0	1	1
GC_00004308	1	0	1
GC_00004659	1	0	1
GC_00004658	0	1	1
GC_00005306	0	1	1
GC_00005307	0	1	1
GC_00005304	1	0	1
GC_00005305	1	0	1
GC_00005302	1	0	1
GC_00005303	0	1	1
GC_00005300	1	0	1
GC_00005301	0	1	1
GC_00005308	1	0	1
GC_00005309	0	1	1
GC_00000824	6	9	16
GC_00000825	7	9	16
GC_00000826	7	8	16
GC_00000827	6	9	16
GC_00000820	6	9	16
GC_00000821	7	9	16
GC_00000822	8	7	16
GC_00000823	2	9	16
GC_00000828	9	7	16
GC_00000829	9	6	16
GC_00010256	0	1	1
GC_00010257	1	0	1
GC_00010254	0	1	1
GC_00010255	1	0	1
GC_00010252	1	0	1
GC_00010253	1	0	1
GC_00010250	1	0	1
GC_00010251	0	1	1
GC_00003971	0	2	2
GC_00010258	1	0	1
GC_00010259	1	0	1
GC_00006655	1	0	1
GC_00006654	0	1	1
GC_00006657	0	1	1
GC_00006656	0	1	1
GC_00006651	0	1	1
GC_00006650	1	0	1
GC_00006653	1	0	1
GC_00006652	0	1	1
GC_00006659	1	0	1
GC_00006658	1	0	1
GC_00004877	1	0	1
GC_00004876	0	1	1
GC_00004875	1	0	1
GC_00004874	0	1	1
GC_00004873	1	0	1
GC_00004872	1	0	1
GC_00004871	0	1	1
GC_00004870	1	0	1
GC_00008143	1	0	1
GC_00008142	0	1	1
GC_00008141	1	0	1
GC_00008140	0	1	1
GC_00008147	1	0	1
GC_00008146	1	0	1
GC_00004879	0	1	1
GC_00004878	1	0	1
GC_00001159	4	6	10
GC_00001158	5	5	10
GC_00001157	6	3	10
GC_00001156	9	1	10
GC_00001155	5	5	10
GC_00001154	4	6	10
GC_00001153	2	8	10
GC_00001152	6	4	10
GC_00001151	2	7	10
GC_00001150	1	8	10
GC_00006439	0	1	1
GC_00006438	0	1	1
GC_00006431	0	1	1
GC_00006430	0	1	1
GC_00006433	0	1	1
GC_00006432	0	1	1
GC_00006435	0	1	1
GC_00006434	1	0	1
GC_00006437	0	1	1
GC_00006436	1	0	1
GC_00001881	3	2	5
GC_00001736	3	3	6
GC_00001883	1	4	5
GC_00001882	2	3	5
GC_00001885	2	2	5
GC_00001884	0	5	5
GC_00001887	3	2	5
GC_00001886	2	3	5
GC_00008538	0	1	1
GC_00008539	1	0	1
GC_00008532	0	1	1
GC_00008533	1	0	1
GC_00008530	1	0	1
GC_00008531	0	1	1
GC_00008536	1	0	1
GC_00008537	0	1	1
GC_00008534	1	0	1
GC_00008535	1	0	1
GC_00004111	2	0	2
GC_00007748	0	1	1
GC_00007749	1	0	1
GC_00007218	0	1	1
GC_00007219	0	1	1
GC_00007216	1	0	1
GC_00007217	0	1	1
GC_00007214	1	0	1
GC_00007215	1	0	1
GC_00007212	0	1	1
GC_00007213	1	0	1
GC_00007210	1	0	1
GC_00006351	1	0	1
GC_00004969	0	1	1
GC_00004968	1	0	1
GC_00004961	0	1	1
GC_00004960	1	0	1
GC_00004963	1	0	1
GC_00004962	0	1	1
GC_00009959	1	0	1
GC_00009958	1	0	1
GC_00009957	0	1	1
GC_00004965	1	0	1
GC_00009955	0	1	1
GC_00009954	1	0	1
GC_00009953	0	1	1
GC_00008941	0	1	1
GC_00009951	1	0	1
GC_00004964	1	0	1
GC_00004147	1	1	2
GC_00004967	0	1	1
GC_00008947	0	1	1
GC_00004966	0	1	1
GC_00008946	0	1	1
GC_00008949	0	1	1
GC_00008948	0	1	1
GC_00005742	1	0	1
GC_00008241	1	0	1
GC_00004145	2	0	2
GC_00008490	1	0	1
GC_00008634	0	1	1
GC_00008631	1	0	1
GC_00008247	1	0	1
GC_00000855	7	8	15
GC_00002189	2	2	4
GC_00008632	1	0	1
GC_00002188	2	2	4
GC_00004143	2	0	2
GC_00000854	5	8	15
GC_00003119	0	2	2
GC_00003118	0	2	2
GC_00003449	1	1	2
GC_00003448	0	2	2
GC_00003447	2	0	2
GC_00003446	1	0	2
GC_00003445	1	1	2
GC_00003444	0	2	2
GC_00003443	2	0	2
GC_00003114	0	2	2
GC_00003441	0	2	2
GC_00003116	0	2	2
GC_00004468	1	0	1
GC_00004469	0	1	1
GC_00000141	12	8	23
GC_00000140	13	9	23
GC_00000147	12	9	23
GC_00000146	13	9	23
GC_00000145	12	8	23
GC_00000144	13	9	23
GC_00004460	0	1	1
GC_00004461	0	1	1
GC_00004462	1	0	1
GC_00004463	1	0	1
GC_00004464	1	0	1
GC_00004465	1	0	1
GC_00004466	1	0	1
GC_00004467	1	0	1
GC_00008330	0	1	1
GC_00008331	0	1	1
GC_00008332	1	0	1
GC_00005932	1	0	1
GC_00008334	1	0	1
GC_00008335	0	1	1
GC_00008336	0	1	1
GC_00008337	1	0	1
GC_00008338	0	1	1
GC_00008339	0	1	1
GC_00001816	1	5	6
GC_00001817	2	3	6
GC_00001814	4	2	6
GC_00001815	4	1	6
GC_00001812	2	3	6
GC_00001813	2	3	6
GC_00001810	1	5	6
GC_00001811	0	3	6
GC_00005849	1	0	1
GC_00005848	0	1	1
GC_00001818	1	5	6
GC_00001819	1	5	6
GC_00005938	1	0	1
GC_00005743	0	1	1
GC_00000367	12	8	21
GC_00000366	12	9	21
GC_00000497	9	8	20
GC_00000496	11	9	20
GC_00000491	11	9	20
GC_00000490	10	9	20
GC_00000493	11	9	20
GC_00000492	12	8	20
GC_00000499	10	9	20
GC_00000498	12	7	20
GC_00000369	12	9	21
GC_00000368	11	9	21
GC_00008835	1	0	1
GC_00005513	0	1	1
GC_00005512	1	0	1
GC_00005511	0	1	1
GC_00005510	1	0	1
GC_00005517	0	1	1
GC_00005516	1	0	1
GC_00005515	1	0	1
GC_00005514	0	1	1
GC_00005519	0	1	1
GC_00005518	1	0	1
GC_00000852	6	8	15
GC_00003798	2	0	2
GC_00007915	1	0	1
GC_00004222	0	1	1
GC_00007917	0	1	1
GC_00007916	1	0	1
GC_00007911	1	0	1
GC_00007910	0	1	1
GC_00007913	0	1	1
GC_00004223	0	1	1
GC_00007919	0	1	1
GC_00004220	1	0	1
GC_00001364	5	2	8
GC_00001365	4	4	8
GC_00001366	6	2	8
GC_00000214	12	9	22
GC_00001360	4	4	8
GC_00001361	4	3	8
GC_00001362	4	3	8
GC_00001363	4	3	8
GC_00009171	1	0	1
GC_00004226	1	0	1
GC_00009173	0	1	1
GC_00009172	1	0	1
GC_00001368	3	3	8
GC_00001369	5	3	8
GC_00009177	0	1	1
GC_00000212	13	8	22
GC_00004224	1	0	1
GC_00004225	1	0	1
GC_00000950	7	5	14
GC_00009016	1	0	1
GC_00009017	1	0	1
GC_00009014	1	0	1
GC_00009015	1	0	1
GC_00009012	0	1	1
GC_00009013	0	1	1
GC_00009010	0	1	1
GC_00009011	1	0	1
GC_00009018	1	0	1
GC_00009019	1	0	1
GC_00000951	7	6	14
GC_00000952	8	6	14
GC_00002456	2	1	3
GC_00002455	3	0	3
GC_00002454	1	2	3
GC_00005041	1	0	1
GC_00002453	0	2	3
GC_00000953	6	8	14
GC_00006354	1	0	1
GC_00006355	0	1	1
GC_00006356	1	0	1
GC_00006357	1	0	1
GC_00006350	1	0	1
GC_00002451	1	2	3
GC_00006352	1	0	1
GC_00006353	0	1	1
GC_00002450	3	0	3
GC_00006358	1	0	1
GC_00006359	1	0	1
GC_00008943	1	0	1
GC_00008942	1	0	1
GC_00005040	0	1	1
GC_00008940	1	0	1
GC_00008499	1	0	1
GC_00008498	1	0	1
GC_00008945	1	0	1
GC_00008944	1	0	1
GC_00008495	0	1	1
GC_00008494	1	0	1
GC_00008497	1	0	1
GC_00008496	0	1	1
GC_00008491	0	1	1
GC_00000954	8	6	14
GC_00008493	1	0	1
GC_00008492	1	0	1
GC_00002633	1	2	3
GC_00002632	0	2	3
GC_00002631	0	1	3
GC_00002630	0	3	3
GC_00002637	0	3	3
GC_00002636	2	0	3
GC_00002635	0	3	3
GC_00002634	3	0	3
GC_00002185	3	1	4
GC_00002184	4	0	4
GC_00002639	2	0	3
GC_00002638	0	2	3
GC_00002181	0	4	4
GC_00002180	2	2	4
GC_00002183	1	2	4
GC_00002182	4	0	4
GC_00005043	1	0	1
GC_00000955	6	6	14
GC_00003326	1	1	2
GC_00003327	0	2	2
GC_00003324	2	0	2
GC_00003325	0	2	2
GC_00003322	2	0	2
GC_00003323	2	0	2
GC_00003320	2	0	2
GC_00003321	1	0	2
GC_00008833	1	0	1
GC_00003328	2	0	2
GC_00003329	1	0	2
GC_00000956	8	5	14
GC_00002985	2	0	2
GC_00002984	2	0	2
GC_00002987	2	0	2
GC_00002986	2	0	2
GC_00002981	0	3	3
GC_00002980	2	1	3
GC_00002983	0	2	2
GC_00002982	0	2	2
GC_00002989	2	0	2
GC_00002988	0	2	2
GC_00002459	0	3	3
GC_00002458	0	3	3
GC_00004116	0	2	2
GC_00000957	7	5	14
GC_00007009	1	0	1
GC_00007008	1	0	1
GC_00007003	0	1	1
GC_00007002	1	0	1
GC_00007001	1	0	1
GC_00007000	0	1	1
GC_00007007	1	0	1
GC_00007006	1	0	1
GC_00007005	0	1	1
GC_00007004	0	1	1
GC_00005047	1	0	1
GC_00003850	2	0	2
GC_00003851	1	1	2
GC_00003852	1	1	2
GC_00003853	1	0	2
GC_00003854	1	1	2
GC_00003855	1	0	2
GC_00003856	2	0	2
GC_00003585	2	0	2
GC_00003858	1	1	2
GC_00003859	2	0	2
GC_00003588	0	2	2
GC_00003589	0	2	2
GC_00005046	1	0	1
GC_00004675	1	0	1
GC_00004674	1	0	1
GC_00004677	0	1	1
GC_00004676	0	1	1
GC_00004671	1	0	1
GC_00004670	1	0	1
GC_00004673	1	0	1
GC_00004672	1	0	1
GC_00004679	1	0	1
GC_00004678	1	0	1
GC_00005984	1	0	1
GC_00005985	0	1	1
GC_00005986	1	0	1
GC_00005987	1	0	1
GC_00005980	1	0	1
GC_00005981	1	0	1
GC_00005982	0	1	1
GC_00005983	1	0	1
GC_00005988	1	0	1
GC_00005989	1	0	1
GC_00004589	0	1	1
GC_00000809	11	3	16
GC_00004587	1	0	1
GC_00004586	0	1	1
GC_00004585	1	0	1
GC_00000805	6	9	16
GC_00004583	1	0	1
GC_00004582	0	1	1
GC_00000800	9	6	16
GC_00000801	12	4	16
GC_00009786	0	1	1
GC_00009787	0	1	1
GC_00009784	1	0	1
GC_00009785	1	0	1
GC_00009782	1	0	1
GC_00009783	1	0	1
